barcode,dataset_table9,dataset_role,policy_table9,window_k,window_cycle_start,window_cycle_end,expected_cycle_count,QDischarge_valid_count,QDischarge_valid_ratio,QCharge_valid_count,QCharge_valid_ratio,IR_valid_count,IR_valid_ratio,Tmax_valid_count,Tmax_valid_ratio,Tavg_valid_count,Tavg_valid_ratio,Tmin_valid_count,Tmin_valid_ratio,chargetime_valid_count,chargetime_valid_ratio,QDischarge_end,QDischarge_mean,QDischarge_slope,QDischarge_std,QDischarge_delta_cycle2_to_k,QCharge_mean,QCharge_slope,QCharge_delta_cycle2_to_k,IR_end,IR_mean,IR_slope,IR_delta_cycle2_to_k,Tmax_mean,Tavg_mean,Tmin_mean,chargetime_mean,chargetime_slope,QDischarge_recent10_slope
EL150800440551,Train,Train,4.4C(55%)-6C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0430199,1.04669406327,-0.000137530591837,0.00201349348044,-0.0050174,1.04669703673,-0.000137933653061,-0.005487,0.016606268,0.0169009703878,-2.15760523469e-05,-0.001322671,35.0098349184,32.3930096708,30.2482036531,10.3476621769,0.00170160527211,-0.000228515757576
EL150800453113,Train,Train,5.4C(50%)-3C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,48,0.979591836735,1.0684544,1.06699370612,9.6195877551e-05,0.00170428144658,0.0073308,1.06630771837,9.60465612245e-05,0.0075044,0.016804634,0.0168199247551,-4.90571765306e-06,-0.000363413,36.8113524694,33.0474155184,29.8683923673,10.7946328819,-0.000483764827532,3.38309090909e-05
EL150800453240,Prim. Test,Primary,5.4C(60%)-3C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0689219,1.1064121102,0.0026112252551,0.25658624939,0.0027514,1.41656153265,0.00648619344898,0.0027313,0.019886132,0.019886132,0,0,35.2492293878,31.3389289825,29.8522561837,9.92626469388,-0.000605305442177,-6.95e-05
EL150800453773,Train,Train,6C(60%)-3C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0760677,1.07609087959,2.47737142857e-05,0.000689126965281,0.0031164,1.07623051224,1.9733122449e-05,0.0027004,0.016196873,0.0161501603265,9.19761632653e-07,-6.3481e-05,36.9189102653,33.5809596008,30.4220363673,10.2335133333,0.00045944914966,-3.1816969697e-05
EL150800460436,Prim. Test,Primary,6C(50%)-3C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0958972,1.09605929796,1.71975816327e-05,0.000699122288941,0.0034064,1.09568198776,1.16972857143e-05,0.002893,0.016485181,0.0164607015918,-5.14578673469e-07,-0.000106647,37.3814756531,33.5394852977,30.3161360816,10.1252221429,-1.84227891171e-05,-3.31387878788e-05
EL150800460449,Prim. Test,Primary,4C(4%)-4.85C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0826744,1.08222869388,4.7135255102e-05,0.000919166155042,0.004606,1.08203183061,5.0626244898e-05,0.0045371,0.016994486,0.016986718,-1.43713479592e-06,-0.000169679,36.9361832653,32.8052239416,30.2485911633,10.136487517,0.0003215377551,-2.81654545454e-05
EL150800460451,Prim. Test,Primary,3.6C(9%)-5C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0724401,1.07312503061,1.66491326531e-05,0.000868122814645,0.003388,1.07233200816,2.1116622449e-05,0.003793,0.017737478,0.0178444862449,-7.32980928571e-06,-0.000528295,38.4447287551,33.1973067079,30.0669925918,10.1045993197,0.000230186394561,-9.13563636364e-05
EL150800460466,Train,Train,4C(13%)-5C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.075193,1.07531091429,2.58905204082e-05,0.00074049760407,0.0034883,1.07423307755,2.72999285714e-05,0.0036271,0.017160065,0.0172676122449,-6.5446277551e-06,-0.000446726,36.944966449,33.1377390559,30.5074666531,10.1206078912,0.000299709523809,-5.73490909091e-05
EL150800460468,Prim. Test,Primary,5.4C(40%)-3.6C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0880841,1.08727416327,6.67211428571e-05,0.00120180375825,0.0051099,1.08695653673,7.2454744898e-05,0.0059591,0.016837686,0.0168141156939,-1.61555326531e-06,-0.000140541,35.8335604694,32.5901445256,30.2559038776,11.2321194898,-0.000178750680274,2.61212121213e-06
EL150800460473,Prim. Test,Primary,6C(20%)-4.5C,50,2,50,49,49,1,49,1,49,1,49,1,49,1,49,1,49,1,1.0837798,1.0829115449,6.88328877551e-05,0.00118622640955,0.0057559,1.08298172041,6.83676632653e-05,0.0057333,0.017244533,0.0171713909796,1.27477346939e-07,-0.000149924,37.5658985306,33.0580663907,30.332023898,10.1279213605,0.000157543537419,-2.6776969697e-05
