barcode,dataset_table9,dataset_role,policy_table9,window_k,window_cycle_start,window_cycle_end,expected_cycle_count,QDischarge_valid_count,QDischarge_valid_ratio,QCharge_valid_count,QCharge_valid_ratio,IR_valid_count,IR_valid_ratio,Tmax_valid_count,Tmax_valid_ratio,Tavg_valid_count,Tavg_valid_ratio,Tmin_valid_count,Tmin_valid_ratio,chargetime_valid_count,chargetime_valid_ratio,QDischarge_end,QDischarge_mean,QDischarge_slope,QDischarge_std,QDischarge_delta_cycle2_to_k,QCharge_mean,QCharge_slope,QCharge_delta_cycle2_to_k,IR_end,IR_mean,IR_slope,IR_delta_cycle2_to_k,Tmax_mean,Tavg_mean,Tmin_mean,chargetime_mean,chargetime_slope,QDischarge_recent10_slope
EL150800440551,Train,Train,4.4C(55%)-6C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0477476,1.0487007,-4.82392982456e-05,0.000540474124216,-0.0002897,1.04869566316,-6.24133333333e-05,-0.0007111,0.016972397,0.0172409818947,-6.34515877193e-05,-0.000956542,34.700156,32.3256730831,30.2506743158,10.3226894737,0.00174705263158,-9.79866666667e-05
EL150800453113,Train,Train,5.4C(50%)-3C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,18,0.947368421053,1.0670619,1.06537227368,0.000196735087719,0.00174651349441,0.0059383,1.0646893,0.000193345438596,0.005998,0.016721189,0.0169112193684,-2.22087403509e-05,-0.000446858,36.767972,33.073607812,29.9462818947,10.7959043519,-0.000842155669022,0.000189357575758
EL150800453240,Prim. Test,Primary,5.4C(60%)-3C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0700632,1.06902240526,0.000190065789474,0.00117191895511,0.0038927,1.21418661053,0.0232350903509,0.3795913,0.019886132,0.019886132,0,0,35.1368986316,31.3323363725,29.8126817895,9.94098824561,0.000460055555556,0.000121081212121
EL150800453773,Train,Train,6C(60%)-3C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0764062,1.07569513158,0.000151643684211,0.000971093493278,0.0034549,1.07592128421,0.000135159824561,0.0031383,0.016146682,0.016139937,-5.35081052632e-06,-0.000113672,36.7216214737,33.5460662199,30.4266426316,10.227882193,-0.000170076023392,1.7383030303e-05
EL150800460436,Prim. Test,Primary,6C(50%)-3C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0964957,1.09580812632,0.000155035614035,0.00105937340608,0.0040049,1.09550999474,0.000137048421053,0.0035698,0.016439367,0.0164714638947,-5.71185438596e-06,-0.000152461,37.2757639474,33.5088502791,30.3327067895,10.1358075439,0.000281269005845,2.42903030303e-05
EL150800460449,Prim. Test,Primary,4C(4%)-4.85C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0825062,1.08150083158,0.00018198245614,0.0011351324829,0.0044378,1.08125263158,0.000199974912281,0.0044023,0.01696812,0.0170103417895,-9.73332807018e-06,-0.000196045,36.7781751579,32.7866361648,30.2435783684,10.1282142982,0.00117364619883,8.384e-05
EL150800460451,Prim. Test,Primary,3.6C(9%)-5C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0738108,1.07279288421,0.000191247192982,0.00122415418889,0.0047587,1.07193262632,0.000211845964912,0.0051763,0.017803045,0.0179570516842,-2.21822684211e-05,-0.000462728,38.1830282105,33.0683831343,29.9978179474,10.1035285965,-0.000247470760234,7.5956969697e-05
EL150800460466,Train,Train,4C(13%)-5C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0756508,1.07486124211,0.000153160526316,0.00100859025289,0.0039461,1.07376608421,0.000165026140351,0.0041431,0.017298272,0.0173717244737,-1.66857421053e-05,-0.000308519,36.7240999474,33.0869727595,30.4967616842,10.1201500877,0.00203492105264,7.72775757576e-05
EL150800460468,Prim. Test,Primary,5.4C(40%)-3.6C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.0875694,1.0862245,0.000232115789474,0.0013761386799,0.0045952,1.08582148421,0.000260182631579,0.005444,0.016779706,0.0168467255789,-1.01382684211e-05,-0.000198521,35.7892351053,32.5871539247,30.3556647368,11.2350418421,0.00140336549707,7.63915151515e-05
EL150800460473,Prim. Test,Primary,6C(20%)-4.5C,20,2,20,19,19,1,19,1,19,1,19,1,19,1,19,1,19,1,1.083208,1.08180758947,0.000199786666667,0.00123252074388,0.0051841,1.08188058947,0.000198965789474,0.0051702,0.017068295,0.0171699350526,-1.04692596491e-05,-0.000326162,37.2954276316,32.9992327064,30.3316049474,10.1191989474,-0.00230980994152,0.000129909090909
