barcode,window_k,raw_expected_cycle_count,raw_valid_count,raw_valid_ratio,raw_charge_v_mean_mean,raw_charge_v_p95_mean,raw_charge_v_p95_slope
EL150800440551,100,99,98,0.98989898989899,3.44132486976824,3.60035747295918,1.56507322915806e-07
EL150800453113,100,99,99,1,3.34704775939919,3.60022046171717,-3.65735188638636e-07
EL150800453773,100,99,99,1,3.35651424008689,3.60005345338384,-8.17517006960969e-08
EL150800460466,100,99,99,1,3.38498423632289,3.60016099166667,1.49338589964719e-07
EL150800460478,100,99,98,0.98989898989899,3.39664630994912,3.60028552219388,6.95043882343031e-08
EL150800460485,100,99,99,1,3.36787219759172,3.60005130045455,-7.7528076698639e-08
EL150800460486,100,99,99,1,3.33073037992523,3.60027297,-1.3012393322173e-07
EL150800460498,100,99,99,1,3.41388745501212,3.60007457959596,-3.22345701932592e-07
EL150800460501,100,99,98,0.98989898989899,3.42442824368371,3.60035938647959,-1.37277215766931e-07
EL150800460506,100,99,99,1,3.35470869514287,3.6002842499495,1.10986209023036e-07
EL150800460507,100,99,99,1,3.34962421296527,3.6001348150505,8.91757575829228e-08
EL150800460511,100,99,99,1,3.40920572734642,3.60029988080808,-5.86072976588136e-09
EL150800460513,100,99,99,1,3.42873336374652,3.60003461040404,-7.44170624624465e-07
EL150800460518,100,99,98,0.98989898989899,3.4184295869525,3.60024804020408,9.609184110418e-07
EL150800460522,100,99,99,1,3.34662486256914,3.60027806924242,-1.59342176880888e-07
EL150800460525,100,99,99,1,3.36287721193931,3.60029798308081,4.47556586240209e-08
EL150800460602,100,99,99,1,3.3827093082016,3.6002186639899,3.53265862693143e-07
EL150800460603,100,99,99,1,3.39368335381511,3.60028131247475,-3.09001236929767e-08
EL150800460604,100,99,99,1,3.39783944298933,3.60018019671717,-6.9371243062845e-08
EL150800460608,100,99,98,0.98989898989899,3.39255846701913,3.60018354811224,-3.47757555448356e-08
EL150800460611,100,99,99,1,3.39289665514083,3.60028396833333,-4.94318491263377e-08
EL150800460613,100,99,98,0.98989898989899,3.39098531226251,3.60009762795918,-2.85748431620035e-07
EL150800460614,100,99,99,1,3.39281110975422,3.60028376409091,6.28405070938892e-08
EL150800460615,100,99,99,1,3.34913357420809,3.60028873232323,3.59491032582712e-08
EL150800460618,100,99,99,1,3.36509448505109,3.6000493289899,-7.19226345311734e-08
EL150800460627,100,99,99,1,3.40454267044003,3.60029919949495,-1.36987013119764e-08
EL150800460628,100,99,98,0.98989898989899,3.40032015828429,3.60030217913265,-3.348855195984e-08
EL150800460630,100,99,99,1,3.34762411033039,3.6001496860101,-6.04058194212849e-07
EL150800460634,100,99,99,1,3.44408767609404,3.60023449464647,1.82461855286792e-06
EL150800460640,100,99,99,1,3.35056180617805,3.60015565712121,-4.97616450235246e-07
EL150800460641,100,99,99,1,3.39433993695179,3.60029734646465,-4.01066172240013e-08
EL150800460655,100,99,99,1,3.40448667322754,3.60028153055556,1.83306617181356e-07
EL150800460659,100,99,99,1,3.35119579984317,3.60027048479798,2.24928385897828e-07
EL150800463208,100,99,98,0.98989898989899,3.42647062743745,3.60029222918367,2.51931968218851e-07
EL150800463229,100,99,98,0.98989898989899,3.36357338891804,3.60005409693878,-7.88443024717516e-08
EL150800463871,100,99,99,1,3.34429285712202,3.60022522141414,2.55027827737549e-09
EL150800463882,100,99,99,1,3.34970697010335,3.6002124619697,-3.04098082883514e-07
EL150800464881,100,99,99,1,3.35412331074172,3.60027969707071,-2.3854669323198e-09
EL150800464883,100,99,99,1,3.34047329154071,3.60027892207071,-1.70228200594841e-08
EL150800464977,100,99,99,1,3.33819410237542,3.6002806469697,-2.4227210906515e-08
EL150800465027,100,99,99,1,3.3491624248777,3.60018740681818,5.49850958389273e-08
